tenant,platform,txn_type,txn_id,line_id,date,vendor,account,project,cost_code,tax_code,amount,currency,is_tax,is_void,memo
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250228,PAY-20250228-L1,2025-02-28,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,5494.58,AUD,0,0,Site payroll allocation — fortnight ending 2025-02-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250228,PAY-20250228-L2,2025-02-28,Summit Ridge Payroll,Wages,,,,11872.75,AUD,0,0,Head office payroll — fortnight ending 2025-02-28
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10014,B-10014-L1,2025-03-06,DemoSafe Services,Demolition,PRJ-001,02-41-00,,7459.20,AUD,0,0,Demolition works — Westhaven Warehouse Extension — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10014,B-10014-L2,2025-03-06,DemoSafe Services,GST Payable,,,GST,745.92,AUD,1,0,GST on B-10014
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10015,B-10015-L1,2025-03-06,Boral Concrete,Materials,PRJ-001,03-30-00,,26640.00,AUD,0,0,Concrete supply — Westhaven Warehouse Extension — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10015,B-10015-L2,2025-03-06,Boral Concrete,Materials,,,,366.29,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10015,B-10015-L3,2025-03-06,Boral Concrete,GST Payable,,,GST,2700.63,AUD,1,0,GST on B-10015
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10020,B-10020-L1,2025-03-06,VoltEdge Electrical,Subcontractors,PRJ-001,26-00-00,,11322.00,AUD,0,0,Electrical services — Westhaven Warehouse Extension — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10020,B-10020-L2,2025-03-06,VoltEdge Electrical,GST Payable,,,GST,1132.20,AUD,1,0,GST on B-10020
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10026,B-10026-L1,2025-03-06,FleetFuel Australia,Vehicle Expenses,,,,4156.39,AUD,0,0,Fleet fuel — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10026,B-10026-L2,2025-03-06,FleetFuel Australia,GST Payable,,,GST,415.64,AUD,1,0,GST on B-10026
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10017,B-10017-L1,2025-03-09,Axis Interiors,Subcontractors,PRJ-001,09-21-00,,17908.00,AUD,0,0,Partitions and linings — Westhaven Warehouse Extension — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10017,B-10017-L2,2025-03-09,Axis Interiors,GST Payable,,,GST,1790.80,AUD,1,0,GST on B-10017
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10018,B-10018-L1,2025-03-11,Flowline Plumbing,Subcontractors,PRJ-001,22-00-00,,10419.20,AUD,0,0,Hydraulic services — Westhaven Warehouse Extension — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10018,B-10018-L2,2025-03-11,Flowline Plumbing,GST Payable,,,GST,1041.92,AUD,1,0,GST on B-10018
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10013,B-10013-L1,2025-03-12,Site Establishment,Preliminaries,PRJ-001,01-50-00,,10656.00,AUD,0,0,Site Services — Westhaven Warehouse Extension — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10013,B-10013-L2,2025-03-12,Site Establishment,Materials,,,,285.70,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10013,B-10013-L3,2025-03-12,Site Establishment,GST Payable,,,GST,1094.17,AUD,1,0,GST on B-10013
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10021,B-10021-L1,2025-03-13,CivilWorks Earthmoving,Plant Hire,PRJ-001,31-23-00,,11188.80,AUD,0,0,Earthworks and plant — Westhaven Warehouse Extension — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10021,B-10021-L2,2025-03-13,CivilWorks Earthmoving,Materials,,,,284.25,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10021,B-10021-L3,2025-03-13,CivilWorks Earthmoving,GST Payable,,,GST,1147.31,AUD,1,0,GST on B-10021
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10025,B-10025-L1,2025-03-14,SecureSure Insurance,Insurance,,,,4532.17,AUD,0,0,Insurance premium — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10025,B-10025-L2,2025-03-14,SecureSure Insurance,GST Payable,,,GST,453.22,AUD,1,0,GST on B-10025
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250314,PAY-20250314-L1,2025-03-14,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,6757.30,AUD,0,0,Site payroll allocation — fortnight ending 2025-03-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250314,PAY-20250314-L2,2025-03-14,Summit Ridge Payroll,Wages,,,,12738.14,AUD,0,0,Head office payroll — fortnight ending 2025-03-14
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10019,B-10019-L1,2025-03-18,Climate Mechanical,Subcontractors,PRJ-001,23-00-00,,13024.00,AUD,0,0,Mechanical services — Westhaven Warehouse Extension — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10019,B-10019-L2,2025-03-18,Climate Mechanical,GST Payable,,,GST,1302.40,AUD,1,0,GST on B-10019
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10024,B-10024-L1,2025-03-20,OfficeWorks,Office Overhead,,,,4850.13,AUD,0,0,Software and stationery — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10024,B-10024-L2,2025-03-20,OfficeWorks,GST Payable,,,GST,485.01,AUD,1,0,GST on B-10024
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250328,PAY-20250328-L1,2025-03-28,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,6265.38,AUD,0,0,Site payroll allocation — fortnight ending 2025-03-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250328,PAY-20250328-L2,2025-03-28,Summit Ridge Payroll,Wages,,,,13305.50,AUD,0,0,Head office payroll — fortnight ending 2025-03-28
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10016,B-10016-L1,2025-03-30,Precision Carpentry,Subcontractors,PRJ-001,06-10-00,,13734.40,AUD,0,0,Carpentry package — Westhaven Warehouse Extension — Mar 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10016,B-10016-L2,2025-03-30,Precision Carpentry,GST Payable,,,GST,1373.44,AUD,1,0,GST on B-10016
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10037,B-10037-L1,2025-04-04,SteelFab Australia,Materials,PRJ-002,05-12-00,,13236.36,AUD,0,0,Structural steel — Meridian Medical Centre Fitout — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10037,B-10037-L2,2025-04-04,SteelFab Australia,GST Payable,,,GST,1323.64,AUD,1,0,GST on B-10037
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10041,B-10041-L1,2025-04-04,VoltEdge Electrical,Subcontractors,PRJ-002,26-00-00,,9438.55,AUD,0,0,Electrical services — Meridian Medical Centre Fitout — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10041,B-10041-L2,2025-04-04,VoltEdge Electrical,GST Payable,,,GST,943.86,AUD,1,0,GST on B-10041
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10029,B-10029-L1,2025-04-05,Axis Interiors,Subcontractors,PRJ-001,09-21-00,,12284.00,AUD,0,0,Partitions and linings — Westhaven Warehouse Extension — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10029,B-10029-L2,2025-04-05,Axis Interiors,GST Payable,,,GST,1228.40,AUD,1,0,GST on B-10029
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10047,B-10047-L1,2025-04-05,FleetFuel Australia,Vehicle Expenses,,,,2313.79,AUD,0,0,Fleet fuel — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10047,B-10047-L2,2025-04-05,FleetFuel Australia,GST Payable,,,GST,231.38,AUD,1,0,GST on B-10047
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10030,B-10030-L1,2025-04-06,PrimeCo Painting,Subcontractors,PRJ-001,09-90-00,,7015.20,AUD,0,0,Painting package — Westhaven Warehouse Extension — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10030,B-10030-L2,2025-04-06,PrimeCo Painting,GST Payable,,,GST,701.52,AUD,1,0,GST on B-10030
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10028,B-10028-L1,2025-04-07,Precision Carpentry,Subcontractors,PRJ-001,06-10-00,,8643.20,AUD,0,0,Carpentry package — Westhaven Warehouse Extension — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10028,B-10028-L2,2025-04-07,Precision Carpentry,GST Payable,,,GST,864.32,AUD,1,0,GST on B-10028
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10033,B-10033-L1,2025-04-10,VoltEdge Electrical,Subcontractors,PRJ-001,26-00-00,,10522.80,AUD,0,0,Electrical services — Westhaven Warehouse Extension — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10033,B-10033-L2,2025-04-10,VoltEdge Electrical,GST Payable,,,GST,1052.28,AUD,1,0,GST on B-10033
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10036,B-10036-L1,2025-04-10,Boral Concrete,Materials,PRJ-002,03-30-00,,12829.09,AUD,0,0,Concrete supply — Meridian Medical Centre Fitout — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10036,B-10036-L2,2025-04-10,Boral Concrete,GST Payable,,,GST,1282.91,AUD,1,0,GST on B-10036
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10032,B-10032-L1,2025-04-11,Climate Mechanical,Subcontractors,PRJ-001,23-00-00,,12195.20,AUD,0,0,Mechanical services — Westhaven Warehouse Extension — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10032,B-10032-L2,2025-04-11,Climate Mechanical,GST Payable,,,GST,1219.52,AUD,1,0,GST on B-10032
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10035,B-10035-L1,2025-04-12,DemoSafe Services,Demolition,PRJ-002,02-41-00,,5864.73,AUD,0,0,Demolition works — Meridian Medical Centre Fitout — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10035,B-10035-L2,2025-04-12,DemoSafe Services,GST Payable,,,GST,586.47,AUD,1,0,GST on B-10035
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10039,B-10039-L1,2025-04-12,PrimeCo Painting,Subcontractors,PRJ-002,09-90-00,,6353.45,AUD,0,0,Painting package — Meridian Medical Centre Fitout — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10039,B-10039-L2,2025-04-12,PrimeCo Painting,GST Payable,,,GST,635.35,AUD,1,0,GST on B-10039
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10046,B-10046-L1,2025-04-13,SecureSure Insurance,Insurance,,,,2051.33,AUD,0,0,Insurance premium — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10046,B-10046-L2,2025-04-13,SecureSure Insurance,GST Payable,,,GST,205.13,AUD,1,0,GST on B-10046
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10038,B-10038-L1,2025-04-14,Precision Carpentry,Subcontractors,PRJ-002,06-10-00,,10018.91,AUD,0,0,Carpentry package — Meridian Medical Centre Fitout — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10038,B-10038-L2,2025-04-14,Precision Carpentry,Materials,,,,347.24,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10038,B-10038-L3,2025-04-14,Precision Carpentry,GST Payable,,,GST,1036.62,AUD,1,0,GST on B-10038
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250414,PAY-20250414-L1,2025-04-14,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,7449.14,AUD,0,0,Site payroll allocation — fortnight ending 2025-04-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250414,PAY-20250414-L2,2025-04-14,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,11491.41,AUD,0,0,Site payroll allocation — fortnight ending 2025-04-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250414,PAY-20250414-L3,2025-04-14,Summit Ridge Payroll,Wages,,,,12561.88,AUD,0,0,Head office payroll — fortnight ending 2025-04-14
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10034,B-10034-L1,2025-04-16,CivilWorks Earthmoving,Plant Hire,PRJ-001,31-23-00,,9856.80,AUD,0,0,Earthworks and plant — Westhaven Warehouse Extension — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10034,B-10034-L2,2025-04-16,CivilWorks Earthmoving,GST Payable,,,GST,985.68,AUD,1,0,GST on B-10034
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10045,B-10045-L1,2025-04-17,OfficeWorks,Office Overhead,,,,5182.39,AUD,0,0,Software and stationery — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10045,B-10045-L2,2025-04-17,OfficeWorks,GST Payable,,,GST,518.24,AUD,1,0,GST on B-10045
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10042,B-10042-L1,2025-04-18,CivilWorks Earthmoving,Plant Hire,PRJ-002,31-23-00,,7605.82,AUD,0,0,Earthworks and plant — Meridian Medical Centre Fitout — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10042,B-10042-L2,2025-04-18,CivilWorks Earthmoving,GST Payable,,,GST,760.58,AUD,1,0,GST on B-10042
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10031,B-10031-L1,2025-04-23,Flowline Plumbing,Subcontractors,PRJ-001,22-00-00,,13734.40,AUD,0,0,Hydraulic services — Westhaven Warehouse Extension — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10031,B-10031-L2,2025-04-23,Flowline Plumbing,GST Payable,,,GST,1373.44,AUD,1,0,GST on B-10031
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10027,B-10027-L1,2025-04-24,DemoSafe Services,Demolition,PRJ-001,02-41-00,,9590.40,AUD,0,0,Demolition works — Westhaven Warehouse Extension — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10027,B-10027-L2,2025-04-24,DemoSafe Services,GST Payable,,,GST,959.04,AUD,1,0,GST on B-10027
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10040,B-10040-L1,2025-04-24,Flowline Plumbing,Subcontractors,PRJ-002,22-00-00,,7656.73,AUD,0,0,Hydraulic services — Meridian Medical Centre Fitout — Apr 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10040,B-10040-L2,2025-04-24,Flowline Plumbing,GST Payable,,,GST,765.67,AUD,1,0,GST on B-10040
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250428,PAY-20250428-L1,2025-04-28,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,6843.71,AUD,0,0,Site payroll allocation — fortnight ending 2025-04-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250428,PAY-20250428-L2,2025-04-28,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,11151.24,AUD,0,0,Site payroll allocation — fortnight ending 2025-04-28
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250428,PAY-20250428-L3,2025-04-28,Summit Ridge Payroll,Wages,,,,12015.45,AUD,0,0,Head office payroll — fortnight ending 2025-04-28
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10053,B-10053-L1,2025-05-04,Flowline Plumbing,Subcontractors,PRJ-001,22-00-00,,10656.00,AUD,0,0,Hydraulic services — Westhaven Warehouse Extension — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10053,B-10053-L2,2025-05-04,Flowline Plumbing,GST Payable,,,GST,1065.60,AUD,1,0,GST on B-10053
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10064,B-10064-L1,2025-05-04,CivilWorks Earthmoving,Plant Hire,PRJ-002,31-23-00,,9163.64,AUD,0,0,Earthworks and plant — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10064,B-10064-L2,2025-05-04,CivilWorks Earthmoving,GST Payable,,,GST,916.36,AUD,1,0,GST on B-10064
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10055,B-10055-L1,2025-05-06,Site Establishment,Preliminaries,PRJ-002,01-50-00,,9600.23,AUD,0,0,Site Services — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10055,B-10055-L2,2025-05-06,Site Establishment,GST Payable,,,GST,960.02,AUD,1,0,GST on B-10055
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10048,B-10048-L1,2025-05-07,DemoSafe Services,Demolition,PRJ-001,02-41-00,,7992.00,AUD,0,0,Demolition works — Westhaven Warehouse Extension — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10048,B-10048-L2,2025-05-07,DemoSafe Services,GST Payable,,,GST,799.20,AUD,1,0,GST on B-10048
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10069,B-10069-L1,2025-05-10,FleetFuel Australia,Vehicle Expenses,,,,4276.22,AUD,0,0,Fleet fuel — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10069,B-10069-L2,2025-05-10,FleetFuel Australia,GST Payable,,,GST,427.62,AUD,1,0,GST on B-10069
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10052,B-10052-L1,2025-05-12,PrimeCo Painting,Subcontractors,PRJ-001,09-90-00,,8436.00,AUD,0,0,Painting package — Westhaven Warehouse Extension — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10052,B-10052-L2,2025-05-12,PrimeCo Painting,GST Payable,,,GST,843.60,AUD,1,0,GST on B-10052
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10067,B-10067-L1,2025-05-12,OfficeWorks,Office Overhead,,,,4188.16,AUD,0,0,Software and stationery — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10067,B-10067-L2,2025-05-12,OfficeWorks,GST Payable,,,GST,418.82,AUD,1,0,GST on B-10067
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10057,B-10057-L1,2025-05-13,Boral Concrete,Materials,PRJ-002,03-30-00,,15578.18,AUD,0,0,Concrete supply — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10057,B-10057-L2,2025-05-13,Boral Concrete,GST Payable,,,GST,1557.82,AUD,1,0,GST on B-10057
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250514,PAY-20250514-L1,2025-05-14,Summit Ridge Payroll,Wages,PRJ-001,01-50-00,,7111.14,AUD,0,0,Site payroll allocation — fortnight ending 2025-05-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250514,PAY-20250514-L2,2025-05-14,Summit Ridge Payroll,Wages,PRJ-002,01-50-00,,9508.03,AUD,0,0,Site payroll allocation — fortnight ending 2025-05-14
Summit Ridge Construction Pty Ltd,qbo,JournalEntry,PAY-20250514,PAY-20250514-L3,2025-05-14,Summit Ridge Payroll,Wages,,,,11889.93,AUD,0,0,Head office payroll — fortnight ending 2025-05-14
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10051,B-10051-L1,2025-05-15,Axis Interiors,Subcontractors,PRJ-001,09-21-00,,11840.00,AUD,0,0,Partitions and linings — Westhaven Warehouse Extension — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10051,B-10051-L2,2025-05-15,Axis Interiors,GST Payable,,,GST,1184.00,AUD,1,0,GST on B-10051
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10061,B-10061-L1,2025-05-15,Flowline Plumbing,Subcontractors,PRJ-002,22-00-00,,7005.09,AUD,0,0,Hydraulic services — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10061,B-10061-L2,2025-05-15,Flowline Plumbing,Materials,,,,125.35,AUD,0,0,Freight and handling
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10061,B-10061-L3,2025-05-15,Flowline Plumbing,GST Payable,,,GST,713.04,AUD,1,0,GST on B-10061
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10068,B-10068-L1,2025-05-19,SecureSure Insurance,Insurance,,,,4400.48,AUD,0,0,Insurance premium — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10068,B-10068-L2,2025-05-19,SecureSure Insurance,GST Payable,,,GST,440.05,AUD,1,0,GST on B-10068
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10058,B-10058-L1,2025-05-21,SteelFab Australia,Materials,PRJ-002,05-12-00,,16810.18,AUD,0,0,Structural steel — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10058,B-10058-L2,2025-05-21,SteelFab Australia,GST Payable,,,GST,1681.02,AUD,1,0,GST on B-10058
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10062,B-10062-L1,2025-05-21,Climate Mechanical,Subcontractors,PRJ-002,23-00-00,,9774.55,AUD,0,0,Mechanical services — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10062,B-10062-L2,2025-05-21,Climate Mechanical,GST Payable,,,GST,977.46,AUD,1,0,GST on B-10062
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10056,B-10056-L1,2025-05-23,DemoSafe Services,Demolition,PRJ-002,02-41-00,,6903.27,AUD,0,0,Demolition works — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10056,B-10056-L2,2025-05-23,DemoSafe Services,GST Payable,,,GST,690.33,AUD,1,0,GST on B-10056
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10063,B-10063-L1,2025-05-23,VoltEdge Electrical,Subcontractors,PRJ-002,26-00-00,,8430.55,AUD,0,0,Electrical services — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10063,B-10063-L2,2025-05-23,VoltEdge Electrical,GST Payable,,,GST,843.06,AUD,1,0,GST on B-10063
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10060,B-10060-L1,2025-05-24,PrimeCo Painting,Subcontractors,PRJ-002,09-90-00,,7147.64,AUD,0,0,Painting package — Meridian Medical Centre Fitout — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10060,B-10060-L2,2025-05-24,PrimeCo Painting,GST Payable,,,GST,714.76,AUD,1,0,GST on B-10060
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10049,B-10049-L1,2025-05-25,SteelFab Australia,Materials,PRJ-001,05-12-00,,19240.00,AUD,0,0,Structural steel — Westhaven Warehouse Extension — May 2025
Summit Ridge Construction Pty Ltd,qbo,Bill,B-10049,B-10049-L2,2025-05-25,SteelFab Australia,GST Payable,,,GST,1924.00,AUD,1,0,GST on B-10049
